,School Name,dname,cname,enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,AvgScrTotal,NumGE21,PctGE21,Adult Ed. HS Diploma (Count),Adult Ed. HS Diploma (Rate),AggregateLevel,County Name,District Name,Dropout (Count),Dropout (Rate),"Enrollment 
(Ages 5-17)","Enrollment 
(K-12)","FRPM Count 
(Ages 5-17)","FRPM Count 
(K-12)","Free Meal 
Count 
(Ages 5-17)","Free Meal 
Count 
(K-12)",GED Completer (Count),GED Completer (Rate),Golden State Seal Merit Diploma (Count),Golden State Seal Merit Diploma (Rate,Met UC/CSU Grad Req's (Rate),PctGE21,"Percent (%) 
Eligible FRPM 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(K-12)","Percent (%) 
Eligible Free 
(Ages 5-17)","Percent (%) 
Eligible Free 
(K-12)",Regular HS Diploma Graduates (Count),Regular HS Diploma Graduates (Rate)
113092,Arlington High,Riverside Unified,Riverside,473,131,19.0,20.0,19.0,19.0,19.25,43.0,32.82,0.0,0.0,,,,4.0,1.9,1864,1918,1340,1377,1121,1154,0.0,0.0,24.0,11.7,62.1,32.82,0.71888412,0.7179353490000001,0.60139485,0.601668405,206.0,96.3
113152,Martin Luther King Jr. High,Riverside Unified,Riverside,784,144,23.0,24.0,24.0,23.0,23.5,100.0,69.44,0.0,0.0,,,,2.0,0.5,3104,3178,1080,1118,827,854,0.0,0.0,63.0,15.3,71.4,69.44,0.347938144,0.351793581,0.266430412,0.26872246699999996,412.0,98.1
113220,John W. North High,Riverside Unified,Riverside,509,194,18.0,19.0,20.0,19.0,19.0,71.0,36.6,0.0,0.0,,,,4.0,1.5,2244,2294,1746,1788,1500,1539,0.0,0.0,23.0,9.0,52.7,36.6,0.778074866,0.779424586,0.668449198,0.670880558,256.0,97.0
113288,Ramona High,Riverside Unified,Riverside,464,96,18.0,20.0,19.0,19.0,19.0,35.0,36.46,0.0,0.0,,,,4.0,1.8,2103,2154,1733,1769,1435,1465,0.0,0.0,5.0,2.3,63.8,36.46,0.824060865,0.821262767,0.682358535,0.6801299909999999,221.0,97.4
113784,San Jacinto High,San Jacinto Unified,Riverside,543,35,20.0,21.0,20.0,19.0,20.0,15.0,42.86,0.0,0.0,,,,4.0,1.5,2507,2624,1954,2049,1765,1846,0.0,0.0,45.0,17.1,55.5,42.86,0.7794176309999999,0.780868902,0.70402872,0.703506098,263.0,96.0
113852,Desert Mirage High,Coachella Valley Unified,Riverside,490,135,16.0,17.0,17.0,17.0,16.75,13.0,9.63,0.0,0.0,,,,13.0,4.9,2002,2030,1762,1786,1685,1707,0.0,0.0,8.0,3.7,49.1,9.63,0.88011988,0.8798029559999999,0.841658342,0.8408867,218.0,82.9
113904,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,47,6,,,,,,,,0.0,0.0,,,,6.0,20.7,223,226,209,212,186,189,0.0,0.0,3.0,13.6,63.6,,0.9372197309999999,0.9380530970000001,0.8340807170000001,0.836283186,22.0,75.9
113940,Coachella Valley High,Coachella Valley Unified,Riverside,629,105,18.0,19.0,18.0,18.0,18.25,28.0,26.67,0.0,0.0,,,,16.0,5.0,2635,2684,2267,2307,2045,2082,0.0,0.0,46.0,16.1,42.0,26.67,0.860341556,0.8595380029999999,0.776091082,0.775707899,286.0,88.8
114004,Lakeside High,Lake Elsinore Unified,Riverside,390,112,19.0,20.0,19.0,20.0,19.5,43.0,38.39,0.0,0.0,,,,2.0,1.0,1727,1779,1291,1330,1033,1061,0.0,0.0,65.0,33.9,40.1,38.39,0.747539085,0.747611017,0.598147076,0.5964024729999999,192.0,96.0
114076,Temescal Canyon High,Lake Elsinore Unified,Riverside,528,77,22.0,23.0,23.0,23.0,22.75,50.0,64.94,0.0,0.0,,,,3.0,1.1,2199,2239,1185,1205,921,940,0.0,0.0,113.0,45.7,66.0,64.94,0.53888131,0.53818669,0.418826739,0.419830281,247.0,93.2
114136,Elsinore High,Lake Elsinore Unified,Riverside,450,33,21.0,22.0,22.0,22.0,21.75,21.0,63.64,0.0,0.0,,,,3.0,1.3,2044,2090,1297,1319,1045,1062,0.0,0.0,86.0,39.6,42.9,63.64,0.634540117,0.631100478,0.511252446,0.508133971,217.0,95.2
114200,Great Oak High,Temecula Valley Unified,Riverside,802,272,23.0,24.0,23.0,23.0,23.25,182.0,66.91,0.0,0.0,,,,3.0,0.7,3171,3255,597,622,491,514,0.0,0.0,294.0,74.8,90.8,66.91,0.188268685,0.19109063,0.154840744,0.157910906,393.0,98.0
114256,Temecula Valley High,Temecula Valley Unified,Riverside,669,219,22.0,24.0,22.0,22.0,22.5,149.0,68.04,0.0,0.0,,,,3.0,1.0,2782,2898,796,832,670,702,0.0,0.0,223.0,73.8,79.1,68.04,0.28612509,0.287094548,0.240833932,0.242236025,302.0,95.9
114324,Chaparral High,Temecula Valley Unified,Riverside,811,150,22.0,23.0,22.0,22.0,22.25,98.0,65.33,0.0,0.0,,,,5.0,1.3,2960,3098,895,935,734,768,0.0,0.0,263.0,70.5,79.9,65.33,0.302364865,0.301807618,0.247972973,0.247901872,373.0,96.6
115204,Vista Murrieta High,Murrieta Valley Unified,Riverside,824,161,23.0,24.0,23.0,22.0,23.0,122.0,75.78,0.0,0.0,,,,2.0,0.5,3365,3476,985,1025,809,843,0.0,0.0,103.0,25.4,75.8,75.78,0.29271916800000003,0.294879171,0.24041604800000002,0.242520138,405.0,98.1
115268,Murrieta Mesa High,Murrieta Valley Unified,Riverside,565,217,21.0,22.0,21.0,21.0,21.25,105.0,48.39,0.0,0.0,,,,2.0,0.8,2327,2414,814,841,647,669,0.0,0.0,77.0,32.9,70.1,48.39,0.34980661799999996,0.34838442399999997,0.278040395,0.277133389,234.0,97.1
115336,Murrieta Valley High,Murrieta Valley Unified,Riverside,575,174,24.0,25.0,22.0,23.0,23.5,128.0,73.56,0.0,0.0,,,,1.0,0.4,2284,2386,568,590,465,482,0.0,0.0,91.0,33.3,75.8,73.56,0.248686515,0.247275775,0.203590193,0.202011735,273.0,99.3
115400,Citrus Hill High,Val Verde Unified,Riverside,548,28,17.0,19.0,18.0,19.0,18.25,8.0,28.57,0.0,0.0,,,,4.0,1.6,1979,2062,1597,1666,1376,1432,0.0,0.0,95.0,38.0,77.6,28.57,0.8069732190000001,0.8079534429999999,0.695300657,0.694471387,250.0,96.9
115464,Rancho Verde High,Val Verde Unified,Riverside,786,45,19.0,20.0,20.0,19.0,19.5,19.0,42.22,0.0,0.0,,,,4.0,0.9,2275,2371,1654,1730,1318,1384,0.0,0.0,111.0,26.2,67.1,42.22,0.727032967,0.729649937,0.579340659,0.583719949,423.0,98.8
115532,Monterey Trail High,Elk Grove Unified,Sacramento,516,145,20.0,21.0,21.0,21.0,20.75,68.0,46.9,0.0,0.0,,,,3.0,1.1,2185,2237,1477,1520,1139,1181,0.0,0.0,144.0,53.5,75.8,46.9,0.67597254,0.679481448,0.521281465,0.5279392039999999,269.0,97.5
115600,Pleasant Grove High,Elk Grove Unified,Sacramento,568,207,24.0,24.0,25.0,24.0,24.25,166.0,80.19,0.0,0.0,,,,0.0,0.0,2486,2526,728,744,545,561,0.0,0.0,151.0,54.9,75.3,80.19,0.292839903,0.294536817,0.219227675,0.222090261,275.0,96.5
115668,Cosumnes Oaks High,Elk Grove Unified,Sacramento,576,197,22.0,23.0,23.0,22.0,22.5,128.0,64.97,0.0,0.0,,,,0.0,0.0,2308,2350,731,745,544,555,0.0,0.0,151.0,53.5,71.6,64.97,0.31672443699999997,0.317021277,0.23570190600000002,0.23617021300000002,282.0,100.0
115736,Florin High,Elk Grove Unified,Sacramento,331,75,17.0,18.0,19.0,18.0,18.0,23.0,30.67,0.0,0.0,,,,0.0,0.0,1453,1503,1238,1276,1104,1137,0.0,0.0,55.0,36.4,43.7,30.67,0.8520302820000001,0.8489687290000001,0.759807295,0.756487026,151.0,98.1
115800,Laguna Creek High,Elk Grove Unified,Sacramento,420,94,23.0,24.0,23.0,24.0,23.5,65.0,69.15,0.0,0.0,,,,2.0,0.9,1757,1828,809,851,634,668,0.0,0.0,91.0,43.5,63.6,69.15,0.46044393899999997,0.465536105,0.360842345,0.365426696,209.0,98.1
115868,Sheldon High,Elk Grove Unified,Sacramento,554,99,22.0,23.0,22.0,22.0,22.25,60.0,60.61,0.0,0.0,,,,5.0,2.1,2420,2471,1417,1450,1119,1143,0.0,0.0,103.0,44.2,63.9,60.61,0.58553719,0.586806961,0.462396694,0.46256576299999996,233.0,96.7
115932,Franklin High,Elk Grove Unified,Sacramento,634,140,24.0,24.0,24.0,23.0,23.75,103.0,73.57,0.0,0.0,,,,3.0,1.0,2580,2605,932,946,696,705,0.0,0.0,173.0,59.0,77.5,73.57,0.36124031,0.363147793,0.26976744199999997,0.270633397,293.0,98.0
116204,Elk Grove High,Elk Grove Unified,Sacramento,446,126,22.0,23.0,23.0,22.0,22.5,81.0,64.29,0.0,0.0,,,,6.0,2.7,1851,1923,678,725,531,574,0.0,0.0,86.0,41.0,60.0,64.29,0.366288493,0.37701508100000003,0.286871961,0.29849194,210.0,95.5
116268,Cordova High,Folsom-Cordova Unified,Sacramento,406,33,23.0,23.0,23.0,23.0,23.0,23.0,69.7,0.0,0.0,,,,1.0,0.5,1716,1771,1276,1315,1131,1166,0.0,0.0,19.0,11.4,29.5,69.7,0.7435897440000001,0.742518351,0.659090909,0.6583850929999999,166.0,91.2
116336,Folsom High,Folsom-Cordova Unified,Sacramento,563,130,28.0,28.0,27.0,27.0,27.5,119.0,91.54,0.0,0.0,,,,1.0,0.4,2368,2426,393,410,338,354,0.0,0.0,153.0,61.4,67.1,91.54,0.165962838,0.16900247300000001,0.142736486,0.145919209,249.0,96.1
116400,Liberty Ranch High,Galt Joint Union High,Sacramento,296,58,21.0,22.0,22.0,21.0,21.5,32.0,55.17,0.0,0.0,,,,2.0,1.4,1180,1211,567,591,485,507,0.0,0.0,0.0,0.0,37.7,55.17,0.480508475,0.48802642399999996,0.41101694899999996,0.418662263,138.0,98.6
116468,Galt High,Galt Joint Union High,Sacramento,231,44,19.0,21.0,21.0,21.0,20.5,19.0,43.18,0.0,0.0,,,,2.0,1.7,923,947,628,645,538,555,0.0,0.0,0.0,0.0,0.0,43.18,0.680390033,0.681098205,0.582881907,0.586061246,112.0,95.7
116532,Rio Vista High,River Delta Joint Unified,Sacramento,67,15,18.0,18.0,19.0,18.0,18.25,3.0,20.0,0.0,0.0,,,,1.0,2.9,376,385,185,188,166,169,0.0,0.0,4.0,12.5,59.4,20.0,0.49202127700000003,0.48831168799999997,0.44148936200000005,0.438961039,32.0,91.4
116588,Delta High,River Delta Joint Unified,Sacramento,55,14,,,,,,,,0.0,0.0,,,,0.0,0.0,330,390,237,278,211,249,0.0,0.0,8.0,24.2,66.7,,0.7181818179999999,0.7128205129999999,0.639393939,0.6384615379999999,33.0,100.0
116704,The MET,Sacramento City Unified,Sacramento,60,1,,,,,,,,0.0,0.0,,,,1.0,2.9,278,281,163,164,135,136,0.0,0.0,0.0,0.0,21.9,,0.586330935,0.583629893,0.485611511,0.483985765,32.0,91.4
116752,Rosemont High,Sacramento City Unified,Sacramento,320,56,19.0,21.0,21.0,20.0,20.25,25.0,44.64,0.0,0.0,,,,1.0,0.7,1357,1409,999,1037,827,860,0.0,0.0,44.0,31.7,54.0,44.64,0.7361827559999999,0.735982967,0.609432572,0.610361959,139.0,97.2
116812,Sacramento Charter High,Sacramento City Unified,Sacramento,162,168,17.0,17.0,18.0,17.0,17.25,35.0,20.83,0.0,0.0,,,,3.0,3.3,745,760,567,580,503,513,0.0,0.0,26.0,29.9,100.0,20.83,0.761073826,0.763157895,0.675167785,0.675,87.0,95.6
116868,Arthur A. Benjamin Health Professions High,Sacramento City Unified,Sacramento,37,7,,,,,,,,0.0,0.0,,,,0.0,0.0,200,207,158,164,147,153,0.0,0.0,6.0,30.0,40.0,,0.79,0.7922705309999999,0.735,0.739130435,20.0,100.0
116928,West Campus,Sacramento City Unified,Sacramento,225,88,23.0,24.0,23.0,23.0,23.25,60.0,68.18,0.0,0.0,,,,0.0,0.0,854,862,497,499,401,403,0.0,0.0,89.0,67.4,93.9,68.18,0.581967213,0.578886311,0.469555035,0.467517401,132.0,100.0
116984,Luther Burbank High,Sacramento City Unified,Sacramento,406,144,15.0,17.0,17.0,17.0,16.5,17.0,11.81,0.0,0.0,,,,15.0,8.2,1630,1735,1279,1338,1226,1283,0.0,0.0,69.0,42.9,68.9,11.81,0.7846625770000001,0.7711815559999999,0.752147239,0.739481268,161.0,88.0
117052,Hiram W. Johnson High,Sacramento City Unified,Sacramento,366,55,17.0,17.0,19.0,18.0,17.75,14.0,25.45,0.0,0.0,,,,10.0,5.9,1363,1497,1052,1140,1011,1095,0.0,0.0,20.0,13.7,36.3,25.45,0.771826853,0.761523046,0.7417461479999999,0.731462926,146.0,85.9
117120,C. K. McClatchy High,Sacramento City Unified,Sacramento,527,122,24.0,25.0,24.0,23.0,24.0,89.0,72.95,0.0,0.0,,,,18.0,6.6,2221,2299,1281,1334,1127,1173,0.0,0.0,115.0,45.8,54.6,72.95,0.5767672220000001,0.580252284,0.507429086,0.510221836,251.0,91.9
117192,Mesa Verde High,San Juan Unified,Sacramento,214,41,20.0,22.0,21.0,21.0,21.0,23.0,56.1,0.0,0.0,,,,3.0,3.3,872,909,600,628,534,558,0.0,0.0,31.0,37.3,49.4,56.1,0.688073394,0.690869087,0.612385321,0.6138613860000001,83.0,90.2
117312,Bella Vista High,San Juan Unified,Sacramento,443,94,25.0,26.0,26.0,25.0,25.5,83.0,88.3,0.0,0.0,,,,1.0,0.4,1943,1984,556,571,472,484,0.0,0.0,126.0,54.8,69.6,88.3,0.28615543,0.287802419,0.24292331399999997,0.243951613,230.0,97.0
117384,Casa Roble Fundamental High,San Juan Unified,Sacramento,269,48,22.0,24.0,22.0,22.0,22.5,30.0,62.5,0.0,0.0,,,,2.0,1.6,1211,1243,449,464,382,396,0.0,0.0,44.0,35.5,62.1,62.5,0.37076796,0.373290426,0.315441784,0.318584071,124.0,97.6
117448,Del Campo High,San Juan Unified,Sacramento,395,61,21.0,22.0,21.0,21.0,21.25,32.0,52.46,0.0,0.0,,,,3.0,1.8,1682,1717,838,860,725,744,0.0,0.0,65.0,41.4,55.4,52.46,0.49821640899999997,0.500873617,0.43103448299999997,0.43331392,157.0,96.3
117512,El Camino Fundamental High,San Juan Unified,Sacramento,287,44,22.0,22.0,23.0,22.0,22.25,28.0,63.64,0.0,0.0,,,,1.0,0.6,1324,1346,650,662,574,584,0.0,0.0,60.0,38.5,55.8,63.64,0.490936556,0.49182763700000004,0.43353474299999994,0.43387815799999996,156.0,99.4
117576,Mira Loma High,San Juan Unified,Sacramento,400,97,29.0,29.0,30.0,28.0,29.0,91.0,93.81,0.0,0.0,,,,2.0,1.1,1725,1765,917,945,830,857,0.0,0.0,93.0,53.8,58.4,93.81,0.5315942029999999,0.535410765,0.48115942,0.485552408,173.0,97.2
117644,Rio Americano High,San Juan Unified,Sacramento,396,118,27.0,27.0,26.0,26.0,26.5,105.0,88.98,0.0,0.0,,,,3.0,1.6,1774,1820,422,433,378,388,0.0,0.0,83.0,47.2,68.2,88.98,0.23788049600000002,0.237912088,0.21307779,0.213186813,176.0,95.1
117708,San Juan High,San Juan Unified,Sacramento,165,32,16.0,17.0,18.0,16.0,16.75,7.0,21.88,0.0,0.0,,,,5.0,6.7,572,596,450,469,403,422,0.0,0.0,7.0,10.8,15.4,21.88,0.786713287,0.786912752,0.704545455,0.7080536909999999,65.0,86.7
117772,Center High,Center Joint Unified,Sacramento,290,12,,,,,,,,1.0,0.7,,,,3.0,2.1,1239,1283,755,785,637,662,0.0,0.0,0.0,0.0,23.2,,0.609362389,0.611847233,0.514124294,0.5159781760000001,138.0,94.5
117840,Inderkum High,Natomas Unified,Sacramento,484,480,16.0,18.0,18.0,17.0,17.25,107.0,22.29,0.0,0.0,,,,2.0,0.8,2064,2115,1016,1043,876,901,0.0,0.0,107.0,45.0,71.0,22.29,0.49224806200000004,0.493144208,0.424418605,0.42600472799999994,238.0,98.8
117908,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,141,29,23.0,23.0,22.0,21.0,22.25,19.0,65.52,0.0,0.0,,,,1.0,1.4,613,619,266,269,208,211,0.0,0.0,0.0,0.0,95.9,65.52,0.433931485,0.43457189,0.339314845,0.340872375,73.0,98.6
117968,Natomas High,Natomas Unified,Sacramento,216,190,13.0,14.0,16.0,15.0,14.5,14.0,7.37,0.0,0.0,,,,3.0,2.9,973,1035,670,701,609,637,0.0,0.0,12.0,12.1,57.6,7.37,0.6885919840000001,0.677294686,0.625899281,0.615458937,99.0,95.2
118032,Discovery High,Natomas Unified,Sacramento,80,47,12.0,14.0,14.0,13.0,13.25,2.0,4.26,0.0,0.0,,,,2.0,8.3,123,134,84,89,81,86,0.0,0.0,0.0,0.0,0.0,4.26,0.682926829,0.664179104,0.658536585,0.641791045,17.0,70.8
118256,Grant Union High,Twin Rivers Unified,Sacramento,377,81,17.0,18.0,18.0,17.0,17.5,19.0,23.46,0.0,0.0,,,,10.0,6.0,1891,1934,1620,1654,1535,1569,0.0,0.0,23.0,15.1,39.5,23.46,0.856689582,0.855222337,0.81173982,0.811271975,152.0,91.0
118324,Highlands High,Twin Rivers Unified,Sacramento,151,45,17.0,18.0,19.0,18.0,18.0,13.0,28.89,0.0,0.0,,,,1.0,1.5,725,743,619,636,564,581,0.0,0.0,9.0,14.3,58.7,28.89,0.853793103,0.855989233,0.7779310340000001,0.781965007,63.0,95.5
118392,Rio Linda High,Twin Rivers Unified,Sacramento,376,60,18.0,19.0,20.0,19.0,19.0,22.0,36.67,0.0,0.0,,,,4.0,2.0,1615,1659,1276,1308,1145,1177,0.0,0.0,35.0,18.2,43.2,36.67,0.790092879,0.7884267629999999,0.7089783279999999,0.709463532,192.0,96.5
118460,San Benito High,San Benito High,San Benito,719,140,21.0,23.0,22.0,22.0,22.0,78.0,55.71,0.0,0.0,,,,20.0,5.8,2863,2975,1529,1591,1385,1443,0.0,0.0,0.0,0.0,56.3,55.71,0.534055187,0.534789916,0.483758295,0.48504201700000005,316.0,91.3
118528,Anzar High,Aromas/San Juan Unified,San Benito,93,1,,,,,,,,0.0,0.0,,,,0.0,0.0,342,357,209,219,179,187,0.0,0.0,3.0,6.8,68.2,,0.611111111,0.613445378,0.5233918129999999,0.523809524,44.0,97.8
118576,Barstow High,Barstow Unified,San Bernardino,305,26,17.0,18.0,19.0,19.0,18.25,6.0,23.08,0.0,0.0,,,,8.0,5.2,1314,1378,907,956,856,899,0.0,0.0,4.0,2.9,27.5,23.08,0.690258752,0.6937590709999999,0.651445967,0.652394775,138.0,90.2
118640,Big Bear High,Bear Valley Unified,San Bernardino,172,22,23.0,24.0,24.0,24.0,23.75,17.0,77.27,0.0,0.0,,,,3.0,3.5,716,733,463,475,413,423,0.0,0.0,17.0,20.5,0.0,77.27,0.646648045,0.648021828,0.576815642,0.577080491,83.0,96.5
118696,Chaffey District Online High,Chaffey Joint Union High,San Bernardino,38,4,,,,,,,,0.0,0.0,,,,4.0,15.4,101,104,50,53,45,47,0.0,0.0,0.0,0.0,28.6,,0.495049505,0.509615385,0.445544554,0.451923077,21.0,80.8
118748,Alta Loma High,Chaffey Joint Union High,San Bernardino,588,47,21.0,22.0,22.0,21.0,21.5,24.0,51.06,1.0,0.3,,,,13.0,4.5,2440,2490,1322,1350,1055,1078,1.0,0.3,0.0,0.0,75.7,51.06,0.541803279,0.542168675,0.43237704899999996,0.43293172700000004,263.0,90.7
118816,Etiwanda High,Chaffey Joint Union High,San Bernardino,889,97,21.0,21.0,21.0,21.0,21.0,52.0,53.61,0.0,0.0,,,,8.0,1.8,3491,3583,1428,1467,1033,1064,0.0,0.0,0.0,0.0,67.4,53.61,0.409051848,0.40943343600000004,0.295903753,0.296957857,433.0,97.1
118884,Rancho Cucamonga High,Chaffey Joint Union High,San Bernardino,816,105,23.0,24.0,24.0,23.0,23.5,67.0,63.81,0.0,0.0,,,,6.0,1.4,3252,3339,1365,1392,1084,1106,0.0,0.0,0.0,0.0,85.8,63.81,0.419741697,0.416891285,0.333333333,0.331236897,402.0,96.9
118948,Los Osos High,Chaffey Joint Union High,San Bernardino,820,141,23.0,23.0,24.0,23.0,23.25,97.0,68.79,1.0,0.2,,,,8.0,2.0,3088,3153,1023,1051,811,832,1.0,0.2,0.0,0.0,77.9,68.79,0.331282383,0.333333333,0.262629534,0.263875674,394.0,96.6
119016,Colony High,Chaffey Joint Union High,San Bernardino,472,64,20.0,20.0,20.0,20.0,20.0,28.0,43.75,0.0,0.0,,,,9.0,3.8,2094,2173,1554,1615,1208,1260,0.0,0.0,0.0,0.0,77.0,43.75,0.742120344,0.7432121490000001,0.576886342,0.579843534,222.0,94.1
119084,Chaffey High,Chaffey Joint Union High,San Bernardino,809,55,20.0,21.0,21.0,20.0,20.5,28.0,50.91,1.0,0.3,,,,27.0,7.1,3193,3297,2730,2813,2378,2455,0.0,0.0,0.0,0.0,58.2,50.91,0.8549953020000001,0.853199879,0.74475415,0.7446163179999999,335.0,88.2
119152,Montclair High,Chaffey Joint Union High,San Bernardino,672,233,18.0,20.0,20.0,19.0,19.25,87.0,37.34,0.0,0.0,,,,11.0,3.4,2834,2899,2460,2508,2088,2130,0.0,0.0,0.0,0.0,70.8,37.34,0.8680310520000001,0.865125905,0.7367678190000001,0.734736116,305.0,94.7
119216,Ontario High,Chaffey Joint Union High,San Bernardino,568,94,18.0,19.0,20.0,18.0,18.75,37.0,39.36,1.0,0.3,,,,18.0,6.1,2339,2388,2025,2063,1789,1826,0.0,0.0,0.0,0.0,67.2,39.36,0.8657545959999999,0.863902848,0.7648567759999999,0.7646566159999999,271.0,91.9
119284,Don Antonio Lugo High,Chino Valley Unified,San Bernardino,416,24,20.0,21.0,21.0,21.0,20.75,14.0,58.33,0.0,0.0,,,,3.0,1.6,1556,1632,1082,1131,957,999,0.0,0.0,21.0,11.3,48.4,58.33,0.695372751,0.6930147059999999,0.61503856,0.612132353,186.0,96.9
119348,Ruben S. Ayala High,Chino Valley Unified,San Bernardino,650,99,25.0,25.0,26.0,24.0,25.0,81.0,81.82,0.0,0.0,,,,2.0,0.7,2669,2737,717,739,604,622,0.0,0.0,105.0,35.7,69.7,81.82,0.26863994,0.270003654,0.226301986,0.22725612,294.0,99.3
119416,Chino Hills High,Chino Valley Unified,San Bernardino,709,135,24.0,24.0,24.0,23.0,23.75,101.0,74.81,0.0,0.0,,,,2.0,0.5,2722,2778,819,840,697,717,0.0,0.0,141.0,39.7,67.6,74.81,0.300881705,0.30237581,0.25606171899999997,0.258099352,355.0,96.2
119484,Chino High,Chino Valley Unified,San Bernardino,526,39,21.0,22.0,22.0,21.0,21.5,21.0,53.85,0.0,0.0,,,,5.0,2.0,1860,1931,1232,1276,1089,1132,0.0,0.0,60.0,25.4,39.8,53.85,0.662365591,0.660797514,0.585483871,0.586224754,236.0,95.9
119552,Bloomington High,Colton Joint Unified,San Bernardino,470,32,18.0,19.0,19.0,19.0,18.75,10.0,31.25,0.0,0.0,,,,8.0,3.3,2286,2322,1887,1916,1654,1681,0.0,0.0,0.0,0.0,37.3,31.25,0.8254593179999999,0.825150732,0.723534558,0.723944875,228.0,95.0
119612,Colton High,Colton Joint Unified,San Bernardino,467,76,18.0,19.0,19.0,18.0,18.5,22.0,28.95,0.0,0.0,,,,9.0,4.7,1864,1956,1560,1639,1398,1467,0.0,0.0,0.0,0.0,21.9,28.95,0.8369098709999999,0.83793456,0.75,0.75,178.0,92.2
119668,Summit High,Fontana Unified,San Bernardino,579,540,16.0,17.0,18.0,17.0,17.0,121.0,22.41,0.0,0.0,,,,9.0,3.2,2355,2408,1594,1637,1268,1304,0.0,0.0,47.0,17.4,64.1,22.41,0.6768577490000001,0.679817276,0.538428875,0.541528239,270.0,95.7
119736,Jurupa Hills High,Fontana Unified,San Bernardino,503,481,15.0,16.0,17.0,16.0,16.0,61.0,12.68,0.0,0.0,,,,7.0,3.1,1973,2035,1644,1695,1344,1388,0.0,0.0,15.0,7.0,51.6,12.68,0.83324886,0.832923833,0.681196148,0.682063882,213.0,95.5
119800,Fontana A. B. Miller High,Fontana Unified,San Bernardino,521,456,14.0,16.0,16.0,16.0,15.5,53.0,11.62,0.0,0.0,,,,15.0,5.9,2139,2229,1823,1900,1522,1591,0.0,0.0,22.0,9.5,38.8,11.62,0.852267415,0.8524001790000001,0.711547452,0.713772992,232.0,91.7
119860,Henry J. Kaiser High,Fontana Unified,San Bernardino,549,502,14.0,16.0,16.0,16.0,15.5,73.0,14.54,0.0,0.0,,,,3.0,1.1,2052,2132,1684,1738,1320,1368,0.0,0.0,42.0,16.1,62.8,14.54,0.8206627679999999,0.815196998,0.643274854,0.6416510320000001,261.0,97.0
119920,Fontana High,Fontana Unified,San Bernardino,573,521,14.0,16.0,17.0,16.0,15.75,64.0,12.28,0.0,0.0,,,,5.0,1.8,2381,2475,2203,2288,1926,2005,0.0,0.0,41.0,14.7,61.5,12.28,0.925241495,0.924444444,0.808903822,0.81010101,278.0,97.5
119980,Twentynine Palms High,Morongo Unified,San Bernardino,176,15,24.0,25.0,24.0,23.0,24.0,13.0,86.67,0.0,0.0,,,,3.0,3.8,779,821,455,480,403,425,0.0,0.0,17.0,24.3,38.6,86.67,0.584082157,0.584652862,0.51732991,0.517661389,70.0,87.5
120048,Yucca Valley High,Morongo Unified,San Bernardino,309,17,22.0,23.0,21.0,22.0,22.0,12.0,70.59,0.0,0.0,,,,5.0,3.2,1372,1417,911,942,849,876,0.0,0.0,39.0,26.4,43.2,70.59,0.663994169,0.6647847570000001,0.618804665,0.618207481,148.0,94.3
120112,Needles High,Needles Unified,San Bernardino,53,1,,,,,,,,0.0,0.0,,,,1.0,4.8,228,238,144,153,140,149,0.0,0.0,0.0,0.0,40.0,,0.6315789470000001,0.642857143,0.614035088,0.62605042,20.0,95.2
120168,Citrus Valley High,Redlands Unified,San Bernardino,532,62,24.0,24.0,24.0,24.0,24.0,41.0,66.13,0.0,0.0,,,,9.0,3.0,2097,2168,1127,1174,958,995,0.0,0.0,95.0,34.1,54.1,66.13,0.53743443,0.541512915,0.45684310899999997,0.458948339,279.0,94.3
120232,Redlands East Valley High,Redlands Unified,San Bernardino,496,99,20.0,21.0,21.0,21.0,20.75,46.0,46.46,0.0,0.0,,,,1.0,0.4,2109,2154,1159,1180,999,1017,0.0,0.0,45.0,18.1,53.6,46.46,0.54954955,0.547818013,0.473684211,0.47214484700000003,248.0,98.0
120300,Redlands Senior High,Redlands Unified,San Bernardino,576,45,25.0,25.0,24.0,23.0,24.25,35.0,77.78,0.0,0.0,,,,8.0,2.8,2235,2325,1143,1193,993,1036,0.0,0.0,0.0,0.0,61.2,77.78,0.511409396,0.51311828,0.444295302,0.44559139799999997,273.0,94.8
120368,Wilmer Amina Carter High,Rialto Unified,San Bernardino,580,81,16.0,17.0,18.0,18.0,17.25,14.0,17.28,0.0,0.0,,,,8.0,2.8,2307,2385,1691,1752,1479,1536,0.0,0.0,29.0,10.6,55.1,17.28,0.732986563,0.734591195,0.6410923279999999,0.6440251570000001,274.0,96.1
120476,Rialto High,Rialto Unified,San Bernardino,635,111,18.0,19.0,19.0,19.0,18.75,28.0,25.23,0.0,0.0,,,,5.0,1.6,2688,2764,2235,2303,1980,2046,0.0,0.0,57.0,18.8,52.6,25.23,0.8314732140000001,0.833212735,0.736607143,0.740231548,304.0,96.2
