sname,dname,cname,enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,year
Pacific Coast High (Continuation),Northern Humboldt Union High,Humboldt,33,14,*,*,*,*,*,*,2017-18
Arcata High,Northern Humboldt Union High,Humboldt,186,40,26,27,26,25,33,82.50,2017-18
McKinleyville High,Northern Humboldt Union High,Humboldt,141,18,26,27,24,23,15,83.33,2017-18
,Fortuna Union High,Humboldt,242,25,23,23,22,23,18,72.00,2017-18
Academy of the Redwoods,Fortuna Union High,Humboldt,24,6,*,*,*,*,*,*,2017-18
Fortuna Union High,Fortuna Union High,Humboldt,166,19,23,24,22,24,15,78.95,2017-18
,Klamath-Trinity Joint Unified,Humboldt,63,3,*,*,*,*,*,*,2017-18
Hoopa Valley High,Klamath-Trinity Joint Unified,Humboldt,50,3,*,*,*,*,*,*,2017-18
Alder Grove Charter,South Bay Union Elementary,Humboldt,52,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Southern Humboldt Joint Unified,Humboldt,47,8,*,*,*,*,*,*,2017-18
South Fork Junior - Senior High,Southern Humboldt Joint Unified,Humboldt,43,8,*,*,*,*,*,*,2017-18
,Ferndale Unified,Humboldt,37,1,*,*,*,*,*,*,2017-18
Ferndale High,Ferndale Unified,Humboldt,37,1,*,*,*,*,*,*,2017-18
Mattole Valley Charter (#159),Mattole Unified,Humboldt,55,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Eureka City Schools,Humboldt,300,28,19,21,22,22,15,53.57,2017-18
Eureka Senior High,Eureka City Schools,Humboldt,220,28,19,21,22,22,15,53.57,2017-18
       ,     ,Imperial,2819,479,19,21,20,20,216,45.09,2017-18
Imperial Pathways Charter,Imperial County Office of Education,Imperial,93,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Brawley Union High,Imperial,450,96,19,21,20,20,39,40.63,2017-18
Brawley Union High,Brawley Union High,Imperial,361,96,19,21,20,20,39,40.63,2017-18
,Calexico Unified,Imperial,740,92,19,20,21,19,39,42.39,2017-18
Calexico High,Calexico Unified,Imperial,682,92,19,20,21,19,39,42.39,2017-18
,Calipatria Unified,Imperial,95,20,23,25,21,22,11,55.00,2017-18
Calipatria High,Calipatria Unified,Imperial,95,20,23,25,21,22,11,55.00,2017-18
,Central Union High,Imperial,924,191,19,21,20,20,90,47.12,2017-18
Southwest High,Central Union High,Imperial,482,117,19,21,21,20,54,46.15,2017-18
Central Union High,Central Union High,Imperial,413,74,20,21,20,20,36,48.65,2017-18
,Holtville Unified,Imperial,138,22,20,20,20,20,11,50.00,2017-18
Freedom Academy of Imperial Valley,Holtville Unified,Imperial,6,1,*,*,*,*,*,*,2017-18
Holtville High,Holtville Unified,Imperial,120,21,20,21,20,20,11,52.38,2017-18
,Imperial Unified,Imperial,262,48,20,21,20,20,25,52.08,2017-18
Imperial High,Imperial Unified,Imperial,255,48,20,21,20,20,25,52.08,2017-18
,San Pasqual Valley Unified,Imperial,48,10,*,*,*,*,*,*,2017-18
San Pasqual Valley High,San Pasqual Valley Unified,Imperial,37,10,*,*,*,*,*,*,2017-18
       ,     ,Inyo,1116,32,23,24,23,23,23,71.88,2017-18
YouthBuild Charter School of California,Inyo County Office of Education,Inyo,353,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
The Education Corps,Inyo County Office of Education,Inyo,357,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
College Bridge Academy,Inyo County Office of Education,Inyo,203,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Lone Pine Unified,Inyo,23,1,*,*,*,*,*,*,2017-18
Lone Pine High,Lone Pine Unified,Inyo,23,1,*,*,*,*,*,*,2017-18
,Bishop Unified,Inyo,154,31,23,24,23,23,23,74.19,2017-18
Bishop Independent Study,Bishop Unified,Inyo,15,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Bishop Union High,Bishop Unified,Inyo,122,31,23,24,23,23,23,74.19,2017-18
       ,     ,Kern,14028,1248,20,21,20,20,573,45.91,2017-18
,Kern County Office of Education,Kern,530,96,17,18,18,18,17,17.71,2017-18
Wonderful College Prep Academy,Kern County Office of Education,Kern,99,92,17,18,18,18,15,16.30,2017-18
Valley Oaks Charter,Kern County Office of Education,Kern,63,4,*,*,*,*,*,*,2017-18
,Delano Joint Union High,Kern,1014,108,20,21,21,20,52,48.15,2017-18
Cesar E. Chavez High,Delano Joint Union High,Kern,347,32,19,19,21,20,14,43.75,2017-18
Robert F. Kennedy High,Delano Joint Union High,Kern,277,20,23,22,22,21,13,65.00,2017-18
Delano High,Delano Joint Union High,Kern,323,56,19,21,20,19,25,44.64,2017-18
,Kern High,Kern,9852,826,21,22,21,21,415,50.24,2017-18
Golden Valley High,Kern High,Kern,591,8,*,*,*,*,*,*,2017-18
Frontier High,Kern High,Kern,592,83,23,24,24,23,63,75.90,2017-18
Independence High,Kern High,Kern,531,41,22,23,21,21,22,53.66,2017-18
Mira Monte High,Kern High,Kern,522,36,17,19,17,18,7,19.44,2017-18
Arvin High,Kern High,Kern,571,88,18,20,18,19,26,29.55,2017-18
Stockdale High,Kern High,Kern,542,99,25,25,24,23,73,73.74,2017-18
Centennial High,Kern High,Kern,519,56,22,23,24,23,43,76.79,2017-18
Ridgeview High,Kern High,Kern,593,69,19,21,20,20,31,44.93,2017-18
Kern Workforce 2000 Academy,Kern High,Kern,236,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Liberty High,Kern High,Kern,516,64,22,23,23,22,42,65.63,2017-18
Bakersfield High,Kern High,Kern,643,30,22,22,22,21,17,56.67,2017-18
East Bakersfield High,Kern High,Kern,565,35,17,20,18,18,7,20.00,2017-18
Foothill High,Kern High,Kern,449,20,19,20,21,21,10,50.00,2017-18
Highland High,Kern High,Kern,481,28,21,20,21,21,14,50.00,2017-18
Kern Valley High,Kern High,Kern,93,25,23,25,23,23,20,80.00,2017-18
North High,Kern High,Kern,359,25,16,18,18,19,6,24.00,2017-18
Shafter High,Kern High,Kern,346,30,17,19,19,19,6,20.00,2017-18
South High,Kern High,Kern,497,58,17,19,19,18,13,22.41,2017-18
West High,Kern High,Kern,499,31,20,22,20,20,12,38.71,2017-18
,Maricopa Unified,Kern,397,3,*,*,*,*,*,*,2017-18
California Virtual Academy @ Maricopa,Maricopa Unified,Kern,93,3,*,*,*,*,*,*,2017-18
Insight School of California,Maricopa Unified,Kern,199,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Inspire Charter - Kern,Maricopa Unified,Kern,77,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Maricopa High,Maricopa Unified,Kern,28,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Mojave Unified,Kern,173,48,13,15,15,16,3,6.25,2017-18
California City High,Mojave Unified,Kern,136,4,*,*,*,*,*,*,2017-18
Mojave Jr./Sr. High,Mojave Unified,Kern,37,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Muroc Joint Unified,Kern,111,16,23,23,22,23,13,81.25,2017-18
Boron Junior-Senior High,Muroc Joint Unified,Kern,46,2,*,*,*,*,*,*,2017-18
Desert Junior-Senior High,Muroc Joint Unified,Kern,65,14,*,*,*,*,*,*,2017-18
,Southern Kern Unified,Kern,248,1,*,*,*,*,*,*,2017-18
Abraham Lincoln Alternative,Southern Kern Unified,Kern,32,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Rosamond High Early College Campus,Southern Kern Unified,Kern,192,1,*,*,*,*,*,*,2017-18
,Taft Union High,Kern,250,26,20,20,20,20,14,53.85,2017-18
Taft Union High,Taft Union High,Kern,223,26,20,20,20,20,14,53.85,2017-18
,Tehachapi Unified,Kern,344,13,*,*,*,*,*,*,2017-18
Tehachapi High,Tehachapi Unified,Kern,324,13,*,*,*,*,*,*,2017-18
,Wasco Union High,Kern,449,69,18,20,20,20,28,40.58,2017-18
Wasco High,Wasco Union High,Kern,389,69,18,20,20,20,28,40.58,2017-18
,Sierra Sands Unified,Kern,355,9,*,*,*,*,*,*,2017-18
Burroughs High,Sierra Sands Unified,Kern,309,9,*,*,*,*,*,*,2017-18
,McFarland Unified,Kern,226,31,17,19,18,19,8,25.81,2017-18
McFarland High,McFarland Unified,Kern,209,31,17,19,18,19,8,25.81,2017-18
,El Tejon Unified,Kern,79,2,*,*,*,*,*,*,2017-18
Frazier Mountain High,El Tejon Unified,Kern,79,2,*,*,*,*,*,*,2017-18
       ,     ,Kings,1888,249,18,19,18,19,82,32.93,2017-18
,Armona Union Elementary,Kings,72,2,*,*,*,*,*,*,2017-18
Crossroads Charter,Armona Union Elementary,Kings,40,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
California Virtual Academy,Armona Union Elementary,Kings,32,2,*,*,*,*,*,*,2017-18
,Corcoran Joint Unified,Kings,190,48,16,17,17,17,9,18.75,2017-18
Corcoran High,Corcoran Joint Unified,Kings,170,48,16,17,17,17,9,18.75,2017-18
,Hanford Joint Union High,Kings,853,45,19,20,20,20,20,44.44,2017-18
Sierra Pacific High,Hanford Joint Union High,Kings,159,10,*,*,*,*,*,*,2017-18
Hanford West High,Hanford Joint Union High,Kings,307,11,*,*,*,*,*,*,2017-18
Hanford High,Hanford Joint Union High,Kings,308,24,19,19,19,21,11,45.83,2017-18
Kings Valley Academy,Kit Carson Union Elementary,Kings,24,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Kings Valley Academy II,Kit Carson Union Elementary,Kings,22,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Lemoore Union High,Kings,516,89,19,21,19,19,41,46.07,2017-18
Lemoore Middle College High,Lemoore Union High,Kings,54,6,*,*,*,*,*,*,2017-18
Lemoore High,Lemoore Union High,Kings,416,83,19,21,19,19,37,44.58,2017-18
,Reef-Sunset Unified,Kings,173,65,16,16,17,17,12,18.46,2017-18
Avenal High,Reef-Sunset Unified,Kings,155,65,16,16,17,17,12,18.46,2017-18
       ,     ,Lake,683,104,19,20,19,19,41,39.42,2017-18
,Kelseyville Unified,Lake,134,57,19,21,19,20,25,43.86,2017-18
Kelseyville High,Kelseyville Unified,Lake,126,57,19,21,19,20,25,43.86,2017-18
,Konocti Unified,Lake,216,19,17,20,18,17,6,31.58,2017-18
Konocti Education Center,Konocti Unified,Lake,18,2,*,*,*,*,*,*,2017-18
Lower Lake High,Konocti Unified,Lake,140,17,17,19,17,17,5,29.41,2017-18
,Lakeport Unified,Lake,120,4,*,*,*,*,*,*,2017-18
Clear Lake High,Lakeport Unified,Lake,103,4,*,*,*,*,*,*,2017-18
,Middletown Unified,Lake,136,5,*,*,*,*,*,*,2017-18
California Connections Academy @ North Bay,Middletown Unified,Lake,28,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Middletown High,Middletown Unified,Lake,103,5,*,*,*,*,*,*,2017-18
,Upper Lake Unified,Lake,73,19,19,19,18,18,4,21.05,2017-18
Upper Lake High,Upper Lake Unified,Lake,66,19,19,19,18,18,4,21.05,2017-18
       ,     ,Lassen,276,29,21,23,22,23,19,65.52,2017-18
,Big Valley Joint Unified,Lassen,13,1,*,*,*,*,*,*,2017-18
Big Valley Jr. Sr. High,Big Valley Joint Unified,Lassen,13,1,*,*,*,*,*,*,2017-18
,Lassen Union High,Lassen,189,27,21,22,22,22,17,62.96,2017-18
Lassen High,Lassen Union High,Lassen,187,27,21,22,22,22,17,62.96,2017-18
,Ravendale-Termo Elementary,Lassen,38,1,*,*,*,*,*,*,2017-18
Long Valley Charter - Susanville,Ravendale-Termo Elementary,Lassen,20,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Long Valley Charter,Ravendale-Termo Elementary,Lassen,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
       ,     ,Los Angeles,116783,26089,20,21,21,20,11988,45.95,2017-18
,Los Angeles County Office of Education,Los Angeles,1416,263,19,19,19,19,88,33.46,2017-18
Los Angeles International Charter High,Los Angeles County Office of Education,Los Angeles,46,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Aspire Ollin University Preparatory Academy,Los Angeles County Office of Education,Los Angeles,147,155,15,16,17,16,19,12.26,2017-18
Magnolia Science Academy 3,Los Angeles County Office of Education,Los Angeles,42,2,*,*,*,*,*,*,2017-18
Magnolia Science Academy 2,Los Angeles County Office of Education,Los Angeles,37,14,*,*,*,*,*,*,2017-18
Optimist Charter,Los Angeles County Office of Education,Los Angeles,45,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
L.A. County High School for the Arts,Los Angeles County Office of Education,Los Angeles,135,56,26,26,22,23,37,66.07,2017-18
International Polytechnic High,Los Angeles County Office of Education,Los Angeles,141,36,25,24,22,23,26,72.22,2017-18
Magnolia Science Academy,Los Angeles County Office of Education,Los Angeles,62,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,ABC Unified,Los Angeles,1810,295,26,26,26,25,235,79.66,2017-18
Cerritos High,ABC Unified,Los Angeles,536,126,26,26,27,25,108,85.71,2017-18
Artesia High,ABC Unified,Los Angeles,348,29,21,21,23,20,15,51.72,2017-18
Whitney (Gretchen) High,ABC Unified,Los Angeles,164,87,31,30,30,28,85,97.70,2017-18
Gahr (Richard) High,ABC Unified,Los Angeles,498,53,21,22,21,20,27,50.94,2017-18
ABC Secondary (Alternative),ABC Unified,Los Angeles,54,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Antelope Valley Union High,Los Angeles,5667,618,19,20,19,20,247,39.97,2017-18
William J. (Pete) Knight High,Antelope Valley Union High,Los Angeles,689,103,18,19,18,19,33,32.04,2017-18
Eastside High,Antelope Valley Union High,Los Angeles,557,83,17,19,17,18,19,22.89,2017-18
SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,99,64,22,23,22,22,40,62.50,2017-18
Antelope Valley High,Antelope Valley Union High,Los Angeles,407,54,17,18,18,18,11,20.37,2017-18
Palmdale High,Antelope Valley Union High,Los Angeles,651,25,17,18,17,18,5,20.00,2017-18
Quartz Hill High,Antelope Valley Union High,Los Angeles,747,67,24,24,22,22,46,68.66,2017-18
Highland High,Antelope Valley Union High,Los Angeles,689,84,21,22,21,20,44,52.38,2017-18
Littlerock High,Antelope Valley Union High,Los Angeles,322,65,18,20,18,19,21,32.31,2017-18
Lancaster High,Antelope Valley Union High,Los Angeles,582,73,19,20,19,20,28,38.36,2017-18
Desert Sands Charter,Antelope Valley Union High,Los Angeles,147,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Arcadia Unified,Los Angeles,892,240,29,29,29,27,223,92.92,2017-18
Arcadia High,Arcadia Unified,Los Angeles,869,239,29,29,29,27,222,92.89,2017-18
Rancho Learning Center (Alternative),Arcadia Unified,Los Angeles,19,1,*,*,*,*,*,*,2017-18
,Azusa Unified,Los Angeles,683,46,18,21,20,20,17,36.96,2017-18
Azusa High,Azusa Unified,Los Angeles,286,19,17,19,19,17,4,21.05,2017-18
Gladstone High,Azusa Unified,Los Angeles,297,27,20,22,21,21,13,48.15,2017-18
,Baldwin Park Unified,Los Angeles,1923,221,19,21,20,20,99,44.80,2017-18
Opportunities For Learning - Baldwin Park II,Baldwin Park Unified,Los Angeles,457,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Baldwin Park High,Baldwin Park Unified,Los Angeles,418,90,19,21,20,20,44,48.89,2017-18
Sierra Vista High,Baldwin Park Unified,Los Angeles,443,131,19,21,21,20,55,41.98,2017-18
Opportunities for Learning - Baldwin Park,Baldwin Park Unified,Los Angeles,391,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Bassett Unified,Los Angeles,302,18,17,21,20,20,8,44.44,2017-18
Bassett Senior High,Bassett Unified,Los Angeles,272,18,17,21,20,20,8,44.44,2017-18
,Bellflower Unified,Los Angeles,930,32,20,21,20,20,13,40.63,2017-18
Bellflower High,Bellflower Unified,Los Angeles,387,4,*,*,*,*,*,*,2017-18
Mayfair High,Bellflower Unified,Los Angeles,413,28,19,22,20,20,11,39.29,2017-18
,Beverly Hills Unified,Los Angeles,399,83,27,26,26,25,74,89.16,2017-18
Beverly Hills High,Beverly Hills Unified,Los Angeles,381,83,27,26,26,25,74,89.16,2017-18
,Bonita Unified,Los Angeles,842,198,22,23,22,22,133,67.17,2017-18
Bonita High,Bonita Unified,Los Angeles,455,135,22,23,22,23,89,65.93,2017-18
San Dimas High,Bonita Unified,Los Angeles,344,63,22,24,22,22,44,69.84,2017-18
,Burbank Unified,Los Angeles,1361,210,25,25,24,24,167,79.52,2017-18
Burbank Unified Independent Learning Academy (BUIL,Burbank Unified,Los Angeles,30,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Burbank High,Burbank Unified,Los Angeles,588,109,25,26,25,25,95,87.16,2017-18
Burroughs High,Burbank Unified,Los Angeles,629,98,24,25,23,23,69,70.41,2017-18
Monterey High (Continuation),Burbank Unified,Los Angeles,96,1,*,*,*,*,*,*,2017-18
,Centinela Valley Union High,Los Angeles,1866,323,17,18,18,18,72,22.29,2017-18
Centinela Valley Independent Study,Centinela Valley Union High,Los Angeles,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Family First Charter,Centinela Valley Union High,Los Angeles,117,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
New Opportunities Charter,Centinela Valley Union High,Los Angeles,76,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Hawthorne High,Centinela Valley Union High,Los Angeles,485,151,17,18,17,17,29,19.21,2017-18
Lawndale High,Centinela Valley Union High,Los Angeles,547,59,19,20,19,19,20,33.90,2017-18
Leuzinger High,Centinela Valley Union High,Los Angeles,457,113,16,19,18,18,23,20.35,2017-18
,Charter Oak Unified,Los Angeles,443,75,23,23,23,22,54,72.00,2017-18
Charter Oak High,Charter Oak Unified,Los Angeles,384,75,23,23,23,22,54,72.00,2017-18
,Claremont Unified,Los Angeles,665,206,26,26,25,25,164,79.61,2017-18
Claremont High,Claremont Unified,Los Angeles,634,206,26,26,25,25,164,79.61,2017-18
,Covina-Valley Unified,Los Angeles,1185,126,19,20,20,19,42,33.33,2017-18
Covina High,Covina-Valley Unified,Los Angeles,328,16,19,21,21,20,5,31.25,2017-18
Northview High,Covina-Valley Unified,Los Angeles,345,90,17,19,19,18,24,26.67,2017-18
South Hills High,Covina-Valley Unified,Los Angeles,418,20,24,24,24,23,13,65.00,2017-18
,Culver City Unified,Los Angeles,520,165,24,25,23,23,115,69.70,2017-18
Culver City High,Culver City Unified,Los Angeles,484,165,24,25,23,23,115,69.70,2017-18
,Downey Unified,Los Angeles,2036,291,20,21,21,21,139,47.77,2017-18
Downey High,Downey Unified,Los Angeles,935,164,21,22,22,22,85,51.83,2017-18
Warren High,Downey Unified,Los Angeles,924,127,20,20,20,20,54,42.52,2017-18
,Duarte Unified,Los Angeles,309,22,23,24,21,21,12,54.55,2017-18
Opportunities for Learning - Duarte,Duarte Unified,Los Angeles,70,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Duarte High,Duarte Unified,Los Angeles,202,22,23,24,21,21,12,54.55,2017-18
,El Monte Union High,Los Angeles,2309,425,20,21,21,20,198,46.59,2017-18
Arroyo High,El Monte Union High,Los Angeles,567,50,20,21,21,21,24,48.00,2017-18
El Monte High,El Monte Union High,Los Angeles,441,153,18,19,19,19,46,30.07,2017-18
Mountain View High,El Monte Union High,Los Angeles,324,52,19,20,19,19,19,36.54,2017-18
Rosemead High,El Monte Union High,Los Angeles,440,99,24,24,25,24,77,77.78,2017-18
South El Monte High,El Monte Union High,Los Angeles,306,71,20,20,20,20,32,45.07,2017-18
,El Rancho Unified,Los Angeles,728,257,18,19,20,19,91,35.41,2017-18
El Rancho High,El Rancho Unified,Los Angeles,602,257,18,19,20,19,91,35.41,2017-18
,El Segundo Unified,Los Angeles,275,122,25,26,24,24,100,81.97,2017-18
Arena High (Continuation),El Segundo Unified,Los Angeles,15,2,*,*,*,*,*,*,2017-18
El Segundo High,El Segundo Unified,Los Angeles,260,120,25,26,24,24,99,82.50,2017-18
,Glendale Unified,Los Angeles,2071,292,26,26,26,25,242,82.88,2017-18
Crescenta Valley High,Glendale Unified,Los Angeles,648,194,27,26,26,25,162,83.51,2017-18
Glendale High,Glendale Unified,Los Angeles,557,33,23,24,24,23,26,78.79,2017-18
Herbert Hoover High,Glendale Unified,Los Angeles,391,34,26,26,25,25,28,82.35,2017-18
Verdugo Academy,Glendale Unified,Los Angeles,33,5,*,*,*,*,*,*,2017-18
Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,275,26,26,25,27,25,23,88.46,2017-18
,Glendora Unified,Los Angeles,733,142,23,25,24,23,102,71.83,2017-18
Glendora High,Glendora Unified,Los Angeles,692,142,23,25,24,23,102,71.83,2017-18
,Gorman Joint,Los Angeles,212,3,*,*,*,*,*,*,2017-18
Gorman Learning Center,Gorman Joint,Los Angeles,212,3,*,*,*,*,*,*,2017-18
,Hawthorne,Los Angeles,131,112,21,22,22,20,63,56.25,2017-18
Hawthorne Math and Science Academy,Hawthorne,Los Angeles,131,112,21,22,22,20,63,56.25,2017-18
,Inglewood Unified,Los Angeles,734,210,16,17,17,17,44,20.95,2017-18
Inglewood High,Inglewood Unified,Los Angeles,212,45,14,16,16,16,2,4.44,2017-18
Morningside High School,Inglewood Unified,Los Angeles,180,75,14,16,16,15,6,8.00,2017-18
City Honors College Preparatory Academy,Inglewood Unified,Los Angeles,82,44,18,19,18,17,13,29.55,2017-18
Animo Inglewood Charter High,Inglewood Unified,Los Angeles,149,46,19,19,20,20,23,50.00,2017-18
,La Canada Unified,Los Angeles,363,191,29,28,28,27,178,93.19,2017-18
La Canada High,La Canada Unified,Los Angeles,362,191,29,28,28,27,178,93.19,2017-18
,Las Virgenes Unified,Los Angeles,1052,444,27,26,25,25,393,88.51,2017-18
Agoura High,Las Virgenes Unified,Los Angeles,560,197,27,27,26,25,179,90.86,2017-18
Calabasas High,Las Virgenes Unified,Los Angeles,486,247,27,26,25,25,214,86.64,2017-18
,Lawndale Elementary,Los Angeles,115,92,18,18,18,18,19,20.65,2017-18
Environmental Charter High,Lawndale Elementary,Los Angeles,115,92,18,18,18,18,19,20.65,2017-18
,Lennox,Los Angeles,277,270,17,17,18,17,59,21.85,2017-18
"Lennox Mathematics, Science and Technology Academy",Lennox,Los Angeles,143,135,17,18,19,18,35,25.93,2017-18
Animo Leadership High,Lennox,Los Angeles,134,135,16,16,17,17,24,17.78,2017-18
,Long Beach Unified,Los Angeles,6019,714,22,22,22,21,399,55.88,2017-18
Beach High-Intensive Learning Program,Long Beach Unified,Los Angeles,61,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
"Ernest S. McBride, Sr. High",Long Beach Unified,Los Angeles,165,17,23,23,22,23,11,64.71,2017-18
Avalon K-12,Long Beach Unified,Los Angeles,41,2,*,*,*,*,*,*,2017-18
Jordan High,Long Beach Unified,Los Angeles,670,121,16,17,18,17,22,18.18,2017-18
Lakewood High,Long Beach Unified,Los Angeles,749,68,20,21,21,20,33,48.53,2017-18
Millikan High,Long Beach Unified,Los Angeles,853,74,24,24,24,23,55,74.32,2017-18
Polytechnic High,Long Beach Unified,Los Angeles,1047,239,25,25,24,23,177,74.06,2017-18
Wilson High,Long Beach Unified,Los Angeles,889,71,22,22,21,21,40,56.34,2017-18
California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,163,43,28,27,28,27,41,95.35,2017-18
Educational Partnership High,Long Beach Unified,Los Angeles,553,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Cabrillo High,Long Beach Unified,Los Angeles,537,75,16,18,17,18,17,22.67,2017-18
Renaissance High School for the Arts,Long Beach Unified,Los Angeles,79,4,*,*,*,*,*,*,2017-18
,Los Angeles Unified,Los Angeles,42372,11607,18,19,19,18,3429,29.54,2017-18
High Tech LA,Los Angeles Unified,Los Angeles,82,23,23,23,22,22,13,56.52,2017-18
Wallis Annenberg High,Los Angeles Unified,Los Angeles,91,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
North Valley Military Institute College Preparator,Los Angeles Unified,Los Angeles,46,3,*,*,*,*,*,*,2017-18
Central City Value,Los Angeles Unified,Los Angeles,112,15,18,18,17,17,5,33.33,2017-18
ICEF View Park Preparatory Charter High,Los Angeles Unified,Los Angeles,149,38,15,16,16,16,3,7.89,2017-18
